row.names age smoker cigscat death follow freq
970 70 0 0 2 5     2
971 71 0 0 2 5     2
972 72 0 0 2 5     3
973 73 0 0 2 5     1
974 74 0 0 2 5     1
975 75 0 0 2 5     3
976 76 0 0 2 5     1
977 77 0 0 2 5     2
978 78 0 0 2 5     1
979 46 1 1 2 5     1
980 48 1 1 2 5     1
981 49 1 1 2 5     1
982 51 1 1 2 5     1
983 53 1 1 2 5     2
984 55 1 1 2 5     2
985 56 1 1 2 5     1
986 57 1 1 2 5     3
987 59 1 1 2 5     3
988 61 1 1 2 5     3
989 63 1 1 2 5     1
990 64 1 1 2 5     4
991 65 1 1 2 5     1
992 67 1 1 2 5     2
993 68 1 1 2 5     1
994 69 1 1 2 5     1
995 70 1 1 2 5     2
996 71 1 1 2 5     1
997 75 1 1 2 5     1
